,0,1,2,3,4,5,6,7,8,9,10,11,12,label
55,-474.88922,-111.31074,32.811523,-45.64537,40.38611,18.653152,-25.645275,-6.3149223,-5.873164,20.919075,2.6069152,-7.6243973,-10.648083,oriolus
56,-458.04736,-131.28513,40.38495,-37.3135,23.434334,36.09516,-40.919968,1.3219128,0.17688864,7.1918488,11.139919,-6.713825,-15.37104,oriolus
57,-449.87216,-141.70035,39.897076,-18.875647,2.6715806,40.904633,-32.740685,-10.216092,11.747416,2.8831697,1.6153682,7.278498,-20.843437,oriolus
58,-438.65585,-152.08856,38.6259,-8.888101,-7.5288534,43.633728,-26.390373,-20.650711,19.123629,3.879611,-8.053917,18.102772,-24.505829,oriolus
59,-436.62997,-151.99246,36.15711,-7.61275,-11.885738,52.821945,-33.609802,-16.60791,14.624245,3.8263788,0.7301885,8.842174,-21.153683,oriolus
60,-439.1783,-151.48817,42.552513,-19.080538,-2.6807857,53.32668,-43.358223,-5.265827,7.272583,6.1827703,3.48135,3.107363,-16.874765,oriolus
61,-447.4882,-143.37326,40.80249,-21.314404,2.1827106,47.234474,-39.336304,-6.3182654,6.6123843,8.750975,1.2608016,0.08471227,-11.534897,oriolus
62,-457.10233,-136.2327,43.56402,-27.215214,8.539723,40.756622,-36.96201,-4.2952013,4.4573135,12.311726,-5.053243,3.0323377,-10.944723,oriolus
63,-464.19678,-129.06204,43.009827,-34.024757,19.909462,31.89898,-34.888847,-3.5118108,4.90613,11.76149,-4.8560977,2.264844,-10.788617,oriolus
64,-465.6135,-127.6307,44.03157,-38.98626,26.880419,26.699667,-32.668793,-3.3557715,2.1909957,15.669464,-7.302356,4.4295917,-14.28736,oriolus
65,-471.97845,-122.02254,44.215466,-40.65236,26.759132,26.4096,-31.467735,-1.1636118,-3.371551,18.441124,-5.948148,4.3718634,-17.755846,oriolus
66,-465.86536,-128.44693,45.74448,-38.458748,23.758167,29.624523,-35.632263,1.9590046,-3.1225863,16.69651,-4.8288093,2.2481942,-14.521982,oriolus
67,-449.29855,-140.14764,37.258705,-23.14788,12.503065,40.24167,-45.378654,-0.22154954,12.6279,1.9093826,-1.8540037,8.914681,-25.551708,oriolus
68,-439.36014,-147.10696,28.678425,-4.6895046,-1.3283159,41.903572,-38.11032,-10.747076,20.34858,2.96392,-10.740427,17.873356,-28.57156,oriolus
69,-432.0537,-155.32397,29.81828,4.220601,-14.094959,46.874313,-35.093002,-10.432604,15.05669,4.5405188,-9.966812,22.10698,-32.92256,oriolus
70,-437.82886,-148.03662,24.390373,10.322833,-23.75267,55.828552,-38.53118,-8.514155,11.872362,3.301436,-2.6009994,14.595335,-28.444973,oriolus
71,-442.01843,-143.83723,20.388287,18.375668,-32.363167,58.0169,-34.823418,-9.908399,3.2465155,19.3434,-12.281563,9.302155,-15.946369,oriolus
72,-441.15622,-142.33841,13.484476,27.255707,-35.933334,52.27429,-23.845467,-17.28687,0.53146726,31.98898,-27.357885,16.701267,-12.131071,oriolus
73,-435.39435,-140.07857,8.369085,34.253235,-27.998047,42.745132,-10.247705,-25.974377,10.729587,32.062477,-28.32528,18.041313,-3.0832622,oriolus
74,-423.64975,-149.86586,16.25206,26.484495,-15.586474,33.027977,0.71024156,-32.81747,13.235887,34.248253,-29.866213,18.276852,4.801796,oriolus
75,-414.72934,-161.93857,21.712685,17.494446,-15.312022,37.02188,-3.3916087,-29.88972,0.8724705,46.19232,-35.5966,20.62875,1.9760568,oriolus
76,-413.13382,-167.69664,15.845463,33.61236,-40.918663,50.54808,-10.349426,-34.753807,9.277624,30.788218,-28.565369,21.119514,-15.345944,oriolus
77,-410.2708,-156.69676,-14.155914,48.272453,-20.282585,29.511356,-24.029465,-15.381906,29.118065,-10.114782,-16.67936,39.893887,-28.736847,oriolus
78,-362.6263,-171.50272,-82.44102,117.93491,-16.687418,-27.256681,14.696611,-2.2860756,-5.6095123,1.5440032,-0.11725259,22.460897,-25.101843,oriolus
79,-345.35806,-168.62943,-98.70932,156.86331,-28.555086,-29.00256,42.114025,-15.559652,1.1577896,13.428166,-1.4244459,24.465511,-18.815468,oriolus
80,-358.68613,-157.72832,-87.976364,162.20622,-46.62796,-9.342407,44.011208,-24.369099,8.216876,15.844762,-0.3689937,18.384216,-15.635141,oriolus
81,-390.82767,-150.73155,-70.14024,128.34575,-65.72159,28.181656,6.5348244,-24.797821,13.0566635,6.102701,-1.8133769,16.193645,-14.324066,oriolus
82,-340.0946,-160.64148,-123.84574,158.16306,-28.596382,3.4019747,-1.2368689,-9.7952385,10.323065,23.194757,-8.591888,-2.7752805,10.883913,oriolus
83,-322.45255,-151.32278,-161.6054,164.65656,1.9399632,-7.7908373,-8.3785305,-13.94948,20.153881,31.658798,-17.217472,-9.025774,16.521828,oriolus
84,-356.12512,-127.4156,-170.03345,140.16129,10.2314415,-10.331886,-19.45382,-19.128195,14.90143,32.64845,-22.721294,-13.619369,11.280493,oriolus
85,-405.43295,-102.63866,-130.22334,105.16953,1.6842276,8.430992,-18.742294,-26.886467,13.8905525,35.97559,-19.474442,-17.176468,8.407658,oriolus
86,-376.29492,-53.19648,-101.763626,89.63432,-17.56551,-0.89769727,0.6155751,-18.755085,9.435417,23.691017,-13.99979,-6.326963,4.65442,oriolus
0,-289.90042,49.10108,-6.918618,10.128134,-6.3572354,-2.8864198,-2.02952,6.533764,-0.61965466,-2.883101,-12.583242,14.948233,-5.353696,iliacus
1,-238.50296,45.253872,-11.6284485,1.7220975,-8.973515,-1.2909467,-0.5066676,5.412037,-4.1031137,0.019926846,-11.634504,8.617271,-3.8551476,iliacus
2,-220.9183,46.742855,-16.850412,-3.4242568,-10.219049,-0.52141833,-6.2809587,1.0930488,-6.8356657,4.375635,-6.1738434,5.202453,-6.0724707,iliacus
